user_id	user_int
U79771	472
U75051	473
U10458	474
U70915	475
U90645	476
U25620	477
U3506	478
U194908	479
U31595	480
U122831	481
U174846	482
U69160	483
U22529	484
U141494	485
U14055	486
U11418	487
U161405	488
U176707	489
U58549	490
U15937	491
U4161	492
U14770	493
U28649	494
U14367	495
U121854	496
U61772	497
U9031	498
U5107	499
U136912	500
U7888	501
U2786	502
U40532	503
U168072	504
U134112	505
U22433	506
U1664	507
U12928	508
U2050	509
U112886	510
U18177	511
U29961	512
U79164	513
U33597	514
U89164	515
U848	516
U138539	517
U16866	518
U42068	519
U124896	520
U117015	521
U48037	522
U121539	523
U52362	524
U30182	525
U122633	526
U149611	527
U91320	528
U38663	529
U1756	530
U84559	531
U129751	532
U87	533
U34301	534
U192668	535
U266	536
U15245	537
U129063	538
U5122	539
U60606	540
U63858	541
U82781	542
U48623	543
U16415	544
U18086	545
U28963	546
U152332	547
U17217	548
U1836	549
U2356	550
U185620	551
U107656	552
U18258	553
U31236	554
U9002	555
U90185	556
U44098	557
U180819	558
U149017	559
U4157	560
U174914	561
U19240	562
U4397	563
U105297	564
U110035	565
U12287	566
U82908	567
U180497	568
U47505	569
U50617	570
U20460	571
U152774	572
U19145	573
U115411	574
U40633	575
U123113	576
U191524	577
U5077	578
U8167	579
U10012	580
U16466	581
U68156	582
U87472	583
U17222	584
U72196	585
U59170	586
U76352	587
U41583	588
U97107	589
U58775	590
U133042	591
U203794	592
U27684	593
U120829	594
U45956	595
U63272	596
U70807	597
U2066	598
U66536	599
U37681	600
U40158	601
U3411	602
U69468	603
U40135	604
U36891	605
U134735	606
U96908	607
U11148	608
U32685	609
U66064	610
U71273	611
U141547	612
U3236	613
U31448	614
U12561	615
U55167	616
U23013	617
U3961	618
U62221	619
U94893	620
U52787	621
U24937	622
U32261	623
U164418	624
U1861	625
U35086	626
U67905	627
U28047	628
U147951	629
U7299	630
U101502	631
U25810	632
U80019	633
U104667	634
U15131	635
U107552	636
U129183	637
U136026	638
U63573	639
U35934	640
U31770	641
U92408	642
U141121	643
U34215	644
U37404	645
U12	646
U62686	647
U35700	648
U133569	649
U47517	650
U31818	651
U5500	652
U12069	653
U58862	654
U4251	655
U151760	656
U6765	657
U6667	658
U121992	659
U65390	660
U87088	661
U450	662
U123422	663
U92305	664
U44983	665
U87178	666
U55138	667
U33895	668
U15987	669
U118101	670
U68750	671
U51202	672
U89122	673
U134576	674
U117635	675
U18804	676
U3552	677
U7971	678
U12840	679
U18587	680
U39334	681
U154764	682
U128077	683
U93362	684
U85847	685
U48361	686
U7628	687
U167157	688
U33188	689
U55574	690
U83629	691
U66819	692
U24462	693
U142978	694
U3675	695
U24744	696
U51930	697
U65847	698
U16025	699
U175272	700
U16966	701
U30839	702
U19343	703
U159173	704
U94620	705
U5863	706
U80040	707
U153353	708
U97117	709
U21956	710
U28888	711
U55278	712
U148531	713
U62129	714
U115827	715
U116153	716
U18384	717
U43433	718
U85842	719
U197927	720
U8687	721
U84575	722
U29880	723
U128059	724
U13211	725
U178876	726
U6917	727
U46915	728
U187949	729
U119201	730
U4345	731
U13527	732
U33236	733
U68881	734
U3739	735
U178355	736
U176110	737
U29075	738
U220588	739
U27673	740
U28559	741
U111042	742
U88136	743
U19930	744
U8329	745
U8654	746
U162484	747
U19903	748
U45960	749
U3610	750
U27688	751
U101642	752
U108282	753
U3658	754
U31452	755
U49501	756
U40535	757
U50038	758
U13535	759
U27721	760
U35434	761
U34631	762
U140728	763
U161352	764
U88035	765
U127823	766
U93894	767
U26741	768
U39919	769
U187326	770
U11300	771
U36251	772
U95299	773
U131841	774
U623	775
U130215	776
U5336	777
U29022	778
U1189	779
U25697	780
U75515	781
U58191	782
U173626	783
U51862	784
U15158	785
U65598	786
U41837	787
U207030	788
U41275	789
U2961	790
U1655	791
U7364	792
U175734	793
U59804	794
U19935	795
U102812	796
U104644	797
U7831	798
U21100	799
U10933	800
U11731	801
U24926	802
U57018	803
U134347	804
U187165	805
U17233	806
U4369	807
U19517	808
U26265	809
U35307	810
U20942	811
U97704	812
U7663	813
U67208	814
U3124	815
U114945	816
U2998	817
U10165	818
U8970	819
U49651	820
U70636	821
U8299	822
U58617	823
U17406	824
U30766	825
U12442	826
U179935	827
U70817	828
U159851	829
U94646	830
U389	831
U41482	832
U75288	833
U3182	834
U74287	835
U6305	836
U146097	837
U8115	838
U10208	839
U88824	840
U6754	841
U1146	842
U19793	843
U41550	844
U148501	845
U32830	846
U108853	847
U106297	848
U91280	849
U157121	850
U39450	851
U138917	852
U5715	853
U55764	854
U47673	855
U43519	856
U5670	857
U43331	858
U129424	859
U3244	860
U41973	861
U103402	862
U41440	863
U80050	864
U76358	865
U91709	866
U36763	867
U19425	868
U128124	869
U101825	870
U117830	871
U1002	872
U6823	873
U121103	874
U16146	875
U37839	876
U18205	877
U3185	878
U6481	879
U54731	880
U47125	881
U52833	882
U16157	883
U36571	884
U131035	885
U155984	886
U110989	887
U16345	888
U120662	889
U76134	890
U109482	891
U22601	892
U33887	893
U204199	894
U28864	895
U122758	896
U66507	897
U81342	898
U61927	899
U132230	900
U8715	901
U28024	902
U81306	903
U20637	904
U88992	905
U44498	906
U120546	907
U51338	908
U69455	909
U101081	910
U62311	911
U61722	912
U30443	913
U27775	914
U103006	915
U1055	916
U1922	917
U12023	918
U94180	919
U125302	920
U54989	921
U52773	922
U17446	923
U91131	924
U164011	925
U7416	926
U133520	927
U16261	928
U14919	929
U110950	930
U131737	931
U61430	932
U221899	933
U134202	934
U6545	935
U14979	936
U36513	937
U63803	938
U12505	939
U84	940
U114729	941
U70476	942
U82301	943
U170833	944
U50834	945
U23415	946
U105232	947
U143892	948
U30709	949
U214683	950
U25984	951
U107689	952
U90283	953
U76423	954
U1191	955
U7997	956
U162797	957
U140434	958
U51687	959
U42432	960
U9595	961
U61534	962
U28437	963
U24126	964
U9027	965
U28458	966
U98592	967
U46813	968
U165316	969
U44812	970
U20433	971
U50039	972
U34992	973
U26408	974
U113040	975
U88944	976
U9032	977
U201083	978
U93044	979
U25348	980
U3831	981
U159088	982
U3420	983
U126840	984
U10496	985
U33800	986
U98004	987
U203240	988
U25814	989
U9313	990
U32309	991
U31103	992
U65167	993
U3214	994
U41184	995
U78638	996
U108009	997
U150190	998
U108842	999
U72872	1000
U3945	1001
U84451	1002
U36412	1003
U26818	1004
U29273	1005
U12425	1006
U144400	1007
U60235	1008
U102344	1009
U40785	1010
U43506	1011
U72957	1012
U23686	1013
U128506	1014
U79914	1015
U73632	1016
U81569	1017
U41464	1018
U37398	1019
U92903	1020
U29159	1021
U154094	1022
U34689	1023
U25592	1024
U103196	1025
U39819	1026
U151831	1027
U116196	1028
U76998	1029
U42656	1030
U137102	1031
U170702	1032
U48709	1033
U39859	1034
U127	1035
U112894	1036
U82798	1037
U190603	1038
U45833	1039
U31223	1040
U33992	1041
U121965	1042
U37091	1043
U179635	1044
U101644	1045
U137076	1046
U202441	1047
U6168	1048
U13860	1049
U11529	1050
U93495	1051
U39844	1052
U13062	1053
U103018	1054
U4198	1055
U14233	1056
U23744	1057
U40736	1058
U89459	1059
U35462	1060
U30459	1061
U17591	1062
U7113	1063
U16276	1064
U150	1065
U105165	1066
U106475	1067
U75408	1068
U9269	1069
U45489	1070
U465	1071
U35809	1072
U104605	1073
U69166	1074
U71099	1075
U152513	1076
U73854	1077
U29444	1078
U176800	1079
U16747	1080
U15670	1081
U37090	1082
U133382	1083
U30068	1084
U149566	1085
U4349	1086
U62729	1087
U1532	1088
U42714	1089
U1276	1090
U2518	1091
U173494	1092
U82332	1093
U53954	1094
U50764	1095
U98115	1096
U8674	1097
U10231	1098
U113125	1099
U99198	1100
U23173	1101
U18023	1102
U29852	1103
U56779	1104
U14217	1105
U120435	1106
U10606	1107
U44444	1108
U70166	1109
U33042	1110
U211432	1111
U58585	1112
U93801	1113
U208743	1114
U224068	1115
U135708	1116
U46722	1117
U29109	1118
U106416	1119
U262	1120
U5203	1121
U20761	1122
U86839	1123
U2273	1124
U112595	1125
U110717	1126
U20042	1127
U8640	1128
U26570	1129
U172459	1130
U18498	1131
U76093	1132
U36053	1133
U146451	1134
U95044	1135
U109147	1136
U15804	1137
U582	1138
U12882	1139
U52855	1140
U16586	1141
U31247	1142
U7807	1143
U122163	1144
U94121	1145
U274	1146
U129933	1147
U31278	1148
U77493	1149
U17589	1150
U125119	1151
U9790	1152
U30813	1153
U109130	1154
U207900	1155
U93398	1156
U28346	1157
U131747	1158
U39960	1159
U26915	1160
U160619	1161
U73137	1162
U147825	1163
U19053	1164
U18874	1165
U116551	1166
U222418	1167
U190804	1168
U107772	1169
U73895	1170
U15450	1171
U146985	1172
U19792	1173
U145912	1174
U86914	1175
U53120	1176
U170613	1177
U125546	1178
U86886	1179
U11130	1180
U101762	1181
U115615	1182
U6387	1183
U13248	1184
U87035	1185
U60565	1186
U4339	1187
U2699	1188
U48763	1189
U145379	1190
U119909	1191
U32584	1192
U109526	1193
U55131	1194
U5274	1195
U99659	1196
U125840	1197
U36184	1198
U108186	1199
U5433	1200
U25676	1201
U25454	1202
U1246	1203
U12036	1204
U112326	1205
U3978	1206
U170513	1207
U67387	1208
U37510	1209
U39287	1210
U8447	1211
U13275	1212
U31792	1213
U17178	1214
U30896	1215
U78099	1216
U31750	1217
U46761	1218
U45711	1219
U33609	1220
U75246	1221
U12277	1222
U111233	1223
U1947	1224
U23196	1225
U22330	1226
U190901	1227
U218606	1228
U13182	1229
U177818	1230
U106237	1231
U45048	1232
U132134	1233
U19575	1234
U17603	1235
U51690	1236
U62839	1237
U8390	1238
U103605	1239
U94289	1240
U156317	1241
U8702	1242
U25882	1243
U18222	1244
U34237	1245
U43581	1246
U67898	1247
U11037	1248
U15315	1249
U58719	1250
U4104	1251
U1087	1252
U91604	1253
U125434	1254
U94635	1255
U40593	1256
U126378	1257
U97226	1258
U117825	1259
U37553	1260
U88718	1261
U75561	1262
U23307	1263
U117808	1264
U47031	1265
U99278	1266
U15142	1267
U1766	1268
U23235	1269
U139460	1270
U39929	1271
U95163	1272
U49468	1273
U84770	1274
U19869	1275
U99815	1276
U29347	1277
U81221	1278
U159645	1279
U20711	1280
U12961	1281
U136894	1282
U17596	1283
U78288	1284
U14787	1285
U31612	1286
U37164	1287
U121952	1288
U117955	1289
U13205	1290
U188376	1291
U12842	1292
U89342	1293
U120091	1294
U155416	1295
U84089	1296
U57643	1297
U9033	1298
U184	1299
U86538	1300
U127419	1301
U113954	1302
U50654	1303
U579	1304
U50648	1305
U56259	1306
U107206	1307
U157207	1308
U84688	1309
U121549	1310
U47483	1311
U41861	1312
U18761	1313
U32061	1314
U162192	1315
U113103	1316
U12545	1317
U137137	1318
U66074	1319
U47487	1320
U94393	1321
U54946	1322
U151293	1323
U77185	1324
U29903	1325
U42666	1326
U77363	1327
U162299	1328
U292	1329
U76805	1330
U74037	1331
U85326	1332
U49566	1333
U9577	1334
U9854	1335
U96381	1336
U65645	1337
U227870	1338
U105143	1339
U136323	1340
U17329	1341
U29611	1342
U23187	1343
U12610	1344
U32868	1345
U51646	1346
U115032	1347
U88211	1348
U20900	1349
U55158	1350
U139363	1351
U83622	1352
U15673	1353
U136262	1354
U110798	1355
U115438	1356
U53258	1357
U57114	1358
U14761	1359
U83498	1360
U18851	1361
U159940	1362
U99020	1363
U131927	1364
U131390	1365
U33616	1366
U33889	1367
U16340	1368
U142027	1369
U38079	1370
U8093	1371
U94860	1372
U141089	1373
U141788	1374
U131203	1375
U29591	1376
U107444	1377
U14984	1378
U102898	1379
U7402	1380
U26450	1381
U151265	1382
U84421	1383
U72560	1384
U189504	1385
U27460	1386
U55304	1387
U49217	1388
U96826	1389
U7806	1390
U51269	1391
U107189	1392
U71510	1393
U17441	1394
U133070	1395
U19382	1396
U4775	1397
U71382	1398
U89665	1399
U20151	1400
U44726	1401
U7203	1402
U88352	1403
U10659	1404
U201392	1405
U140643	1406
U30878	1407
U6453	1408
U119954	1409
U92901	1410
U120169	1411
U73623	1412
U31762	1413
U38109	1414
U12323	1415
U38974	1416
U14103	1417
U34623	1418
U66527	1419
U124361	1420
U3476	1421
U16728	1422
U76231	1423
U76561	1424
U101002	1425
U43229	1426
U78768	1427
U24678	1428
U29466	1429
U49504	1430
U2081	1431
U21936	1432
U29840	1433
U52069	1434
U57517	1435
U37810	1436
U101738	1437
U14962	1438
U161268	1439
U154817	1440
U16677	1441
U65150	1442
U30406	1443
U18420	1444
U31052	1445
U22696	1446
U180076	1447
U55826	1448
U139157	1449
U1500	1450
U75998	1451
U21490	1452
U69650	1453
U112541	1454
U1489	1455
U31604	1456
U50570	1457
U153797	1458
U20437	1459
U80988	1460
U110796	1461
U34845	1462
U42254	1463
U4910	1464
U65237	1465
U39997	1466
U4376	1467
U68255	1468
U43719	1469
U113541	1470
U190324	1471
U98608	1472
U192860	1473
U107974	1474
U52931	1475
U149625	1476
U53075	1477
U25937	1478
U89604	1479
U27848	1480
U142301	1481
U2604	1482
U44561	1483
U58698	1484
U47261	1485
U69515	1486
U201577	1487
U31397	1488
U76504	1489
U128065	1490
U12823	1491
U12438	1492
U13181	1493
U26657	1494
U41773	1495
U119601	1496
U49693	1497
U5790	1498
U139494	1499
U44445	1500
U10531	1501
U199000	1502
U36352	1503
U107236	1504
U5282	1505
U20132	1506
U57303	1507
U88359	1508
U12571	1509
U13351	1510
U154605	1511
U49424	1512
U94333	1513
U113519	1514
U128111	1515
U24484	1516
U9071	1517
U94603	1518
U92495	1519
U2698	1520
U105586	1521
U54644	1522
U99401	1523
U3253	1524
U82616	1525
U125538	1526
U24850	1527
U111817	1528
U75130	1529
U71593	1530
U116934	1531
U30617	1532
U5777	1533
U127123	1534
U79103	1535
U108851	1536
U26398	1537
U3659	1538
U88071	1539
U84879	1540
U7128	1541
U12251	1542
U36879	1543
U24171	1544
U73804	1545
U141522	1546
U91929	1547
U54716	1548
U121315	1549
U107119	1550
U115026	1551
U8134	1552
U28934	1553
U51362	1554
U55679	1555
U25536	1556
U187042	1557
U120832	1558
U5369	1559
U112045	1560
U195391	1561
U86083	1562
U4302	1563
U84025	1564
U138981	1565
U55153	1566
U9080	1567
U87657	1568
U37284	1569
U7887	1570
U173975	1571
U12382	1572
U23197	1573
U172953	1574
U9648	1575
U96173	1576
U91098	1577
U23884	1578
U15812	1579
U52600	1580
U31150	1581
U18828	1582
U72041	1583
U82715	1584
U10935	1585
U107250	1586
U7488	1587
U48838	1588
U430	1589
U60722	1590
U11820	1591
U14941	1592
U45929	1593
U16312	1594
U14402	1595
U93630	1596
U18317	1597
U176621	1598
U130208	1599
U55957	1600
U109148	1601
U56883	1602
U77917	1603
U8739	1604
U120061	1605
U152963	1606
U23351	1607
U33518	1608
U27498	1609
U62940	1610
U22960	1611
U201129	1612
U40126	1613
U50862	1614
U118983	1615
U14322	1616
U51230	1617
U23622	1618
U19202	1619
U24000	1620
U37506	1621
U17722	1622
U13112	1623
U151202	1624
U10573	1625
U2528	1626
U58523	1627
U43842	1628
U64440	1629
U50229	1630
U181371	1631
U94839	1632
U14895	1633
U19405	1634
U45136	1635
U116212	1636
U27298	1637
U32699	1638
U13355	1639
U42181	1640
U33880	1641
U22441	1642
U210743	1643
U17692	1644
U37990	1645
U2364	1646
U3947	1647
U68700	1648
U16780	1649
U53069	1650
U16160	1651
U26596	1652
U89701	1653
U86362	1654
U40520	1655
U75140	1656
U13110	1657
U27880	1658
U168197	1659
U120189	1660
U7518	1661
U8427	1662
U8704	1663
U11754	1664
U47625	1665
U16513	1666
U18794	1667
U155832	1668
U53706	1669
U70226	1670
U43217	1671
U44484	1672
U33593	1673
U123925	1674
U6864	1675
U129510	1676
U61296	1677
U6636	1678
U132803	1679
U121672	1680
U56778	1681
U27528	1682
U31003	1683
U47446	1684
U8813	1685
U14062	1686
U55881	1687
U109424	1688
U21210	1689
U4405	1690
U29155	1691
U70645	1692
U80193	1693
U21888	1694
U13611	1695
U7314	1696
U55466	1697
U991	1698
U125653	1699
U6406	1700
U26501	1701
U86172	1702
U24833	1703
U6561	1704
U159551	1705
U25190	1706
U107522	1707
U36541	1708
U158649	1709
U19960	1710
U7672	1711
U53479	1712
U70491	1713
U12119	1714
U90682	1715
U2801	1716
U45250	1717
U224538	1718
U33345	1719
U126693	1720
U18450	1721
U22252	1722
U60380	1723
U15626	1724
U205329	1725
U5281	1726
U39184	1727
U9657	1728
U95320	1729
U1669	1730
U58575	1731
U173222	1732
U42540	1733
U12552	1734
U76950	1735
U19507	1736
U12011	1737
U126818	1738
U137750	1739
U38211	1740
U36255	1741
U4898	1742
U62503	1743
U65305	1744
U8723	1745
U43113	1746
U8722	1747
U58401	1748
U83934	1749
U51666	1750
U35924	1751
U130224	1752
U117350	1753
U69208	1754
U166696	1755
U79585	1756
U98409	1757
U59771	1758
U37350	1759
U4228	1760
U223789	1761
U14357	1762
U13890	1763
U84519	1764
U19235	1765
U15489	1766
U57760	1767
U59560	1768
U105113	1769
U44759	1770
U5892	1771
U14698	1772
U114718	1773
U67780	1774
U97123	1775
U6119	1776
U24021	1777
U19957	1778
U49209	1779
U171585	1780
U191038	1781
U47085	1782
U3293	1783
U60715	1784
U68250	1785
U119934	1786
U37573	1787
U11631	1788
U99397	1789
U32759	1790
U3471	1791
U23193	1792
U7644	1793
U72986	1794
U93151	1795
U53936	1796
U3768	1797
U37967	1798
U147170	1799
U7842	1800
U71214	1801
U33566	1802
U17291	1803
U19608	1804
U131883	1805
U115728	1806
U61973	1807
U87715	1808
U49236	1809
U132793	1810
U140420	1811
U74849	1812
U2974	1813
U29299	1814
U11544	1815
U4718	1816
U118941	1817
U13836	1818
U172296	1819
U48550	1820
U16847	1821
U13502	1822
U40110	1823
U11452	1824
U96812	1825
U145441	1826
U81155	1827
U765	1828
U62531	1829
U2579	1830
U15902	1831
U16216	1832
U79874	1833
U1715	1834
U3045	1835
U179008	1836
U136050	1837
U61913	1838
U110614	1839
U101684	1840
U2700	1841
U86717	1842
U41308	1843
U32617	1844
U191124	1845
U168808	1846
U122649	1847
U96201	1848
U53628	1849
U101856	1850
U51125	1851
U142526	1852
U16608	1853
U22106	1854
U15546	1855
U21190	1856
U18743	1857
U35276	1858
U19328	1859
U58897	1860
U173078	1861
U11858	1862
U3929	1863
U148223	1864
U65748	1865
U74951	1866
U62989	1867
U7181	1868
U82473	1869
U62638	1870
U46548	1871
U19959	1872
U89597	1873
U11954	1874
U41680	1875
U119767	1876
U2667	1877
U41724	1878
U65108	1879
U192932	1880
U14876	1881
U1754	1882
U75675	1883
U67978	1884
U58288	1885
U194237	1886
U21993	1887
U129713	1888
U190525	1889
U6756	1890
U75945	1891
U14622	1892
U36999	1893
U45835	1894
U45667	1895
U11834	1896
U12289	1897
U13059	1898
U155422	1899
U61538	1900
U122280	1901
U41418	1902
U84610	1903
U38482	1904
U714	1905
U121725	1906
U18383	1907
U198647	1908
U31525	1909
U92599	1910
U34335	1911
U186789	1912
U76531	1913
U57974	1914
U34252	1915
U2370	1916
U12378	1917
U581	1918
U101922	1919
U46327	1920
U67382	1921
U126385	1922
U106755	1923
U26591	1924
U27124	1925
U11062	1926
U10839	1927
U41827	1928
U16189	1929
U2611	1930
U31260	1931
U46998	1932
U68201	1933
U64043	1934
U76952	1935
U156030	1936
U46050	1937
U7185	1938
U117387	1939
U55548	1940
U27629	1941
U84618	1942
U33799	1943
U17304	1944
U46260	1945
U111306	1946
U23022	1947
U3707	1948
U13116	1949
U59366	1950
U15317	1951
U164102	1952
U136728	1953
U228016	1954
U28290	1955
U13477	1956
U26001	1957
U155804	1958
U113165	1959
U91515	1960
U82926	1961
U73775	1962
U127620	1963
U106289	1964
U148711	1965
U159642	1966
U15777	1967
U40444	1968
U49863	1969
U707	1970
U6269	1971
U28916	1972
U58312	1973
U81685	1974
U20357	1975
U207453	1976
U13476	1977
U132525	1978
U12838	1979
U59198	1980
U88459	1981
U166338	1982
U32005	1983
U1588	1984
U8765	1985
U92748	1986
U125498	1987
U72928	1988
U7815	1989
U176414	1990
U74939	1991
U113621	1992
U28393	1993
U57116	1994
U83094	1995
U127280	1996
U43015	1997
U62711	1998
U24452	1999
U65159	2000
U26028	2001
U72587	2002
U43528	2003
U10826	2004
U23232	2005
U61121	2006
U40204	2007
U52412	2008
U35840	2009
U79374	2010
U44644	2011
U40125	2012
U87543	2013
U121127	2014
U128583	2015
U78486	2016
U139038	2017
U154709	2018
U105982	2019
U67492	2020
U16431	2021
U46785	2022
U81812	2023
U138491	2024
U29804	2025
U170607	2026
U28634	2027
U37429	2028
U150300	2029
U75897	2030
U33961	2031
U166781	2032
U4616	2033
U171821	2034
U80161	2035
U59481	2036
U17565	2037
U42505	2038
U40068	2039
U12922	2040
U155286	2041
U61351	2042
U75799	2043
U8587	2044
U72903	2045
U39563	2046
U124572	2047
U46857	2048
U18395	2049
U48255	2050
U74821	2051
U201505	2052
U23606	2053
U25383	2054
U6522	2055
U18034	2056
U202861	2057
U79587	2058
U72667	2059
U10995	2060
U83591	2061
U30551	2062
U130800	2063
U120774	2064
U54430	2065
U876	2066
U36472	2067
U165507	2068
U32623	2069
U87348	2070
U42496	2071
U84775	2072
U165152	2073
U17276	2074
U30749	2075
U54409	2076
U30264	2077
U49824	2078
U878	2079
U65824	2080
U91096	2081
U23	2082
U110196	2083
U109818	2084
U1885	2085
U25734	2086
U8403	2087
U185	2088
U256	2089
U23091	2090
U46930	2091
U96450	2092
U13802	2093
U118632	2094
U14603	2095
U112713	2096
U26804	2097
U130683	2098
U99360	2099
U52332	2100
U88917	2101
U38975	2102
U15743	2103
U2049	2104
U58962	2105
U36122	2106
U80393	2107
U171894	2108
U27065	2109
U30266	2110
U161251	2111
U168773	2112
U144107	2113
U43102	2114
U21604	2115
U122270	2116
U26728	2117
U141621	2118
U91981	2119
U72845	2120
U8162	2121
U20463	2122
U189857	2123
U55443	2124
U20367	2125
U9231	2126
U133185	2127
U7884	2128
U9793	2129
U19633	2130
U8010	2131
U24273	2132
U60123	2133
U173251	2134
U139500	2135
U74897	2136
U20366	2137
U75317	2138
U18496	2139
U5074	2140
U31879	2141
U75447	2142
U100378	2143
U187095	2144
